SKU,Nombre Corto,Atributo,Subcategoría,Género,Estado
2364456,CAPA CON ISOTIPO YANBAL,Negro,Collares,Unisex,Activo
2364459,VINCHA O BALACA YANBAL,Negro,Collares,Unisex,Activo
2364623,TAJADOR CORPORATIVO,Negro,Collares,Unisex,Activo
2364753,Esmalte para Diseño de Uñas Oro,Negro,Collares,Unisex,Activo
2366120,Rodillo Masajeador Top Modeling,Negro,Collares,Unisex,Activo
2366279,SOLIC.DE INCORPORACION X 10 UN,Negro,Collares,Unisex,Activo
2366307,SCH CONTROL BLANC RX ACLARANTE,Negro,Collares,Unisex,Activo
2366389,SCH B/M ELIXIR DE VIDA TONO 2,Negro,Collares,Unisex,Activo
2366463,SCH REVITALIST HIDRATANTE,Negro,Collares,Unisex,Activo
2366464,SCH ELIXIR DE VIDA HIDRATANTE,Negro,Collares,Unisex,Activo
2366470,SCH REVITALIST LIMPIADOR,Negro,Collares,Unisex,Activo
2366471,SCH ELIXIR DE VIDA LIMPIADOR,Negro,Collares,Unisex,Activo
2366509,SCH CONTROL BLANC RX LIM-EX-TO,Negro,Collares,Unisex,Activo
2366515,SCH ELIXIR DE VIDA ROSTRO,Negro,Collares,Unisex,Activo
2366816,Alto Contraste Lima de Uñas,Negro,Collares,Unisex,Activo
2367378,Set de Belleza Zenya Rostro Manos y Pies,Negro,Collares,Unisex,Activo
2367444,RIZADOR PLATE,Negro,Collares,Unisex,Activo
2367723,Porta Cuartetos de Sombras,Negro,Collares,Unisex,Activo
2367762,Traveler Dispersador de Perfume Recargable para Mujer,Negro,Collares,Unisex,Activo
2367962,SCH SENTIVA BB CREAM,Negro,Collares,Unisex,Activo
2367963,Sentiva BB Cream 5g.,Negro,Collares,Unisex,Activo
2368051,SET MINIATURAS CCORI,Negro,Collares,Unisex,Activo
2368052,SCH TOTAL BLOCK ANT-E M SPF50+,Negro,Collares,Unisex,Activo
2368053,SCH TOTAL BLOCK SPF 100,Negro,Collares,Unisex,Activo
2368250,SCH CONTROL BLANC RX ANTI-EDAD,Negro,Collares,Unisex,Activo
2368251,Sentiva Control Blanc RX 6.5g.,Negro,Collares,Unisex,Activo
2368263,SCH REVITALIST NUTRITIVA ENERG,Negro,Collares,Unisex,Activo
2368452,FLYER DE ANFITRIONA X 6 2016,Negro,Collares,Unisex,Activo
2368478,FRAGANCIA 1 PARA O.E. C02 17,Negro,Collares,Unisex,Activo
2368479,FRAGANCIA 2 PARA MEGA C5-16,Negro,Collares,Unisex,Activo
2368521,KIT DE LANZAMIENTO C02-2017,Negro,Collares,Unisex,Activo
2368522,KIT DE LANZAMIENTO C03-2017,Negro,Collares,Unisex,Activo
2368523,KIT DE LANZAMIENTO C04-2017,Negro,Collares,Unisex,Activo
2368524,KIT DE LANZAMIENTO C05-2017,Negro,Collares,Unisex,Activo
2368525,KIT DE LANZAMIENTO C06-2017,Negro,Collares,Unisex,Activo
2368526,KIT DE LANZAMIENTO C07-2017,Negro,Collares,Unisex,Activo
2368527,KIT DE LANZAMIENTO C08-2017,Negro,Collares,Unisex,Activo
2368528,KIT DE LANZAMIENTO C09-2017,Negro,Collares,Unisex,Activo
2368529,KIT DE LANZAMIENTO C10-2017,Negro,Collares,Unisex,Activo
2368530,KIT DE LANZAMIENTO C11-2017,Negro,Collares,Unisex,Activo
2368531,KIT DE LANZAMIENTO C12-2017,Negro,Collares,Unisex,Activo
2368532,KIT DE LANZAMIENTO,Negro,Collares,Unisex,Activo
2368546,CATALOGO CORPORATIVO C01-2017,Negro,Collares,Unisex,Activo
2368547,CATALOGO CORPORATIVO C02-2017,Negro,Collares,Unisex,Activo
2368548,CATALOGO CORPORATIVO C03-2017,Negro,Collares,Unisex,Activo
2368549,CATALOGO CORPORATIVO C04-2017,Negro,Collares,Unisex,Activo
2368550,CATALOGO CORPORATIVO C05-2017,Negro,Collares,Unisex,Activo
2368551,CATALOGO CORPORATIVO C06-2017,Negro,Collares,Unisex,Activo
2368552,CATALOGO CORPORATIVO C07-2017,Negro,Collares,Unisex,Activo
2368553,CATALOGO CORPORATIVO C08-2017,Negro,Collares,Unisex,Activo
2368554,CATALOGO CORPORATIVO C09-2017,Negro,Collares,Unisex,Activo
2368555,CATALOGO CORPORATIVO C10-2017,Negro,Collares,Unisex,Activo
2368556,CATALOGO CORPORATIVO C11-2017,Negro,Collares,Unisex,Activo
2368557,CATALOGO CORPORATIVO C12-2017,Negro,Collares,Unisex,Activo
2368558,CATALOGO CORPORATIVO C13-2017,Negro,Collares,Unisex,Activo
2368559,BOLETIN ENTRE NOS C01-2017,Negro,Collares,Unisex,Activo
2368560,BOLETIN ENTRE NOS C02-2017,Negro,Collares,Unisex,Activo
2368561,BOLETIN ENTRE NOS C03-2017,Negro,Collares,Unisex,Activo
2368562,BOLETIN ENTRE NOS C04-2017,Negro,Collares,Unisex,Activo
2368563,BOLETIN ENTRE NOS C05-2017,Negro,Collares,Unisex,Activo
2368564,BOLETIN ENTRE NOS C06-2017,Negro,Collares,Unisex,Activo
2368565,BOLETIN ENTRE NOS C07-2017,Negro,Collares,Unisex,Activo
2368566,BOLETIN ENTRE NOS C08-2017,Negro,Collares,Unisex,Activo
2368567,BOLETIN ENTRE NOS C09-2017,Negro,Collares,Unisex,Activo
2368568,BOLETIN ENTRE NOS C10-2017,Negro,Collares,Unisex,Activo
2368569,BOLETIN ENTRE NOS C11-2017,Negro,Collares,Unisex,Activo
2368570,BOLETIN ENTRE NOS C12-2017,Negro,Collares,Unisex,Activo
2368571,BOLETIN ENTRE NOS C13-2017,Negro,Collares,Unisex,Activo
2368572,LISTADO DE PRECIOS C01-2017,Negro,Collares,Unisex,Activo
2368573,LISTADO DE PRECIOS C02-2017,Negro,Collares,Unisex,Activo
2368574,LISTADO DE PRECIOS C03-2017,Negro,Collares,Unisex,Activo
2368575,LISTADO DE PRECIOS C04-2017,Negro,Collares,Unisex,Activo
2368576,LISTADO DE PRECIOS C05-2017,Negro,Collares,Unisex,Activo
2368577,LISTADO DE PRECIOS C06-2017,Negro,Collares,Unisex,Activo
2368578,LISTADO DE PRECIOS C07-2017,Negro,Collares,Unisex,Activo
2368579,LISTADO DE PRECIOS C08-2017,Negro,Collares,Unisex,Activo
2368580,LISTADO DE PRECIOS C09-2017,Negro,Collares,Unisex,Activo
2368581,LISTADO DE PRECIOS C10-2017,Negro,Collares,Unisex,Activo
2368582,LISTADO DE PRECIOS C11-2017,Negro,Collares,Unisex,Activo
2368583,LISTADO DE PRECIOS C12-2017,Negro,Collares,Unisex,Activo
2368584,LISTADO DE PRECIOS C13-2017,Negro,Collares,Unisex,Activo
2368780,Prolong Color Set de Esmaltes Manicure Degrade,Negro,Collares,Unisex,Activo
2368834,MINI SET SENTIVA ELIXIR D VIDA,Negro,Collares,Unisex,Activo
2368835,MINI SET SENTIVA REVITALIST,Negro,Collares,Unisex,Activo
2368928,MASAJEADOR TOP MODELING 2014,Negro,Collares,Unisex,Activo
2369200,ESPONJA FACIAL ORGANIC C7 2015,Negro,Collares,Unisex,Activo
2369240,FOLLETO DE BIENVENIDA,Negro,Collares,Unisex,Activo
2369302,BLOCK FICHA DE ABORDAMIENTO,Negro,Collares,Unisex,Activo
2369413,SET PROFESIONAL DE BROCHAS ARTIST,Negro,Collares,Unisex,Activo
2369414,ESPONJA DE BAÑO KONJAC,Negro,Collares,Unisex,Activo
2369552,GUIA PARA INCORPORAR V2,Negro,Collares,Unisex,Activo
2369591,KIT DEMO X 30 FRAG,Negro,Collares,Unisex,Activo
2369693,KIT X 30 + ESTUCHE,Negro,Collares,Unisex,Activo
2369694,BILLETERA HOMBRE BARLO,Negro,Collares,Unisex,Activo
2369699,FOLLETO DE EMPRENDIMIENTO,Negro,Collares,Unisex,Activo
2369909,KIT SENTIVA CONTROL BLANC RX,Negro,Collares,Unisex,Activo
2369932,SCH ACNI-DERM CREMA HIDRATANTE,Negro,Collares,Unisex,Activo
2369934,SCH ACNI-DERM LIMP MASCA EXFOL,Negro,Collares,Unisex,Activo
2369957,FOLLETO DE LA OPORTUNIDAD,Negro,Collares,Unisex,Activo
2370351,FRAGANCIA 2 PARA O.E. C05 17,Negro,Collares,Unisex,Activo
2370395,PERFUMERO LIBERATA,Negro,Collares,Unisex,Activo
2370411,FOLLETO DE BIENVENIDA 2017,Negro,Collares,Unisex,Activo
2370428,PARTY KIT 2017,Negro,Collares,Unisex,Activo
2370558,MAQUIPADS PRO,Negro,Collares,Unisex,Activo
2370566,BOLSA ANIVERSARIO UNIQUE 50A,Negro,Collares,Unisex,Activo
2370589,CAJA LOCION DE SEDA ANIVERSARIO,Negro,Collares,Unisex,Activo
2370644,BOLSA DE EMTREGA X 8 50 AÑOS 2017,Negro,Collares,Unisex,Activo
2370665,JOYA AL AZAR A 29.9,Negro,Collares,Unisex,Activo
2370670,GUIA UNIQUE EXPRESS,Negro,Collares,Unisex,Activo
2370755,BOLSA ENTREGA X 8  2017 50 AÑOS,Negro,Collares,Unisex,Activo
2370790,MINI PARA O.E C2 17,Negro,Collares,Unisex,Activo
2370835,GUIA DE MAQUILLAJE IDEAL A,Negro,Collares,Unisex,Activo
2370836,SELECTOR DE TONOS BASE IDEAL,Negro,Collares,Unisex,Activo
2370837,GUIA DE MAQUILLAJE IDEAL B,Negro,Collares,Unisex,Activo
2370838,CARTILLA MIS PRIMEROS PASOS 2017,Negro,Collares,Unisex,Activo
2370839,LIBRETA DE PEDIDOS,Negro,Collares,Unisex,Activo
2370857,FOLLETO PARA INCORPORAR,Negro,Collares,Unisex,Activo
2370900,COLONIA EAU VITALE PARA O.E.,Negro,Collares,Unisex,Activo
2370901,HIDRATANTE PARA O.E,Negro,Collares,Unisex,Activo
2370902,COLECCION PARA OE,Negro,Collares,Unisex,Activo
2370915,BLOQ. AL AZAR NIV 2 OF ESP C05,Negro,Collares,Unisex,Activo
2370921,FOLLETO DE LA OPORTUNIDAD 2017,Negro,Collares,Unisex,Activo
2370923,FOLLETO DE EMPRENDIMIENTO 2017,Negro,Collares,Unisex,Activo
2370976,BOLSA DE NAVIDAD 2017,Negro,Collares,Unisex,Activo
2371003,EAU DE SEDA DIAM PARA OE,Negro,Collares,Unisex,Activo
2371004,MN TOT BLOCK KIDS SPF 70 P OE,Negro,Collares,Unisex,Activo
2371005,BRILLO DE SEDA PARA OE,Negro,Collares,Unisex,Activo
2371006,FRAGANCIA 2  PARA O.E. C06 17,Negro,Collares,Unisex,Activo
2371090,FLYER DE INCORPORACION X8,Negro,Collares,Unisex,Activo
2371091,CARTILLA MIS PRIMEROS PASOS X8,Negro,Collares,Unisex,Activo
2371186,TOT BLOCK ACT DEF SPF 50 PARA OE,Negro,Collares,Unisex,Activo
2371187,COL POSDATA LA HABANA PARA OE,Negro,Collares,Unisex,Activo
2371188,BIO MILK MANOS AL AZAR PARA OE,Negro,Collares,Unisex,Activo
2371214,FRAGANCIA PARA OE N1,Negro,Collares,Unisex,Activo
2371215,PT LINEA KIDS AL AZAR,Negro,Collares,Unisex,Activo
2371220,FLYER PARA INCORPORAR X8,Negro,Collares,Unisex,Activo
2371230,FRAGANCIA 1 PARA O.E C9-17,Negro,Collares,Unisex,Activo
2371231,FRAGANCIA 2 PARA O.E C9-17,Negro,Collares,Unisex,Activo
2371232,FRAGANCIA 1 PARA O.E C11-17,Negro,Collares,Unisex,Activo
2371233,FRAGANCIA 2 PARA O.E C10-17,Negro,Collares,Unisex,Activo
2372383,BOLSA COLECCION DESEO,Negro,Collares,Unisex,Activo
2426200,COLECCIÓN DECO COLOR,Negro,Collares,Unisex,Activo
2426470,COLECCIÓN CRISTAL,Negro,Collares,Unisex,Activo
2426491,ARETES CRISTAL,Negro,Collares,Unisex,Activo
2428454,ARETES SUEÑOS DE CONQUISTA,Negro,Collares,Unisex,Activo
2428874,COLECCIÓN CONQUISTARTE,Negro,Collares,Unisex,Activo
2428977,ARETES ELEGANCE PERLA,Negro,Collares,Unisex,Activo
2428995,COLECCIÓN PERLA FEM,Negro,Collares,Unisex,Activo
2429031,ARETES FANTAZZI,Negro,Collares,Unisex,Activo
2429629,COLECCIÓN DIVA DIAMOND,Negro,Collares,Unisex,Activo
2429678,COLECCIÓN BLAC ELEGANCE,Negro,Collares,Unisex,Activo
2430162,COLECCIÓN ELEFANTE MILENARIO,Negro,Collares,Unisex,Activo
2430241,COLLAR COSMOPOLITAN J14541,Negro,Collares,Unisex,Activo
2430409,ARGOLLAS COSMOPOLITAN J14759,Negro,Collares,Unisex,Activo
2430595,ARETES DIAMANTE CRISTAL,Negro,Collares,Unisex,Activo
2431060,PULSERA RECONOCIMIENTO CNS DORE,Negro,Collares,Unisex,Activo
2431061,PULSERA RECONOCIMIENTO CNS ROSE,Negro,Collares,Unisex,Activo
2431112,COLECCIÓN TRESSOR PERLA,Negro,Collares,Unisex,Activo
2431542,COLECCIÓN CORAZON DICRISTAL,Negro,Collares,Unisex,Activo
2431546,SET ARETES LLUVIA AMATIST,Negro,Collares,Unisex,Activo
2432583,COLECCIÓN AMATISTA DELUXE,Negro,Collares,Unisex,Activo
2439025,ARETES RED FLOR,Negro,Collares,Unisex,Activo
2464098,Reloj Plateado Hombre,Negro,Collares,Unisex,Activo
2464099,Reloj Dorado Mujer ,Negro,Collares,Unisex,Activo
2464256,Reloj Silver ALT,Negro,Collares,Unisex,Activo
2464257,Reloj Gold ALT,Negro,Collares,Unisex,Activo
2464280,Reloj Aniversario Mujer,Negro,Collares,Unisex,Activo
2467837,CARTILLA PRIMEROS PASOS X 8,Negro,Collares,Unisex,Activo
2467838,FLYER DE INCORPORACION X8,Negro,Collares,Unisex,Activo
25028100,ARETES DUBAI TOPAZ,Negro,Collares,Unisex,Activo
25028202,ARETES FLORE,Negro,Collares,Unisex,Activo
25028320,SET ARETES PETIT COLOR,Negro,Collares,Unisex,Activo
25028418,SORTIJA AMORE POP T-8,Negro,Collares,Unisex,Activo
25028469,COLLAR BALIC ELEFANT,Negro,Collares,Unisex,Activo
25028476,COLLAR AZULEYA,Negro,Collares,Unisex,Activo
25028479,SET ARETES ALONDRA,Negro,Collares,Unisex,Activo
25028514,ARETES BALIC,Negro,Collares,Unisex,Activo
25028542,ARETES ORIENT AZUL,Negro,Collares,Unisex,Activo
5008632,COLLAR URBAN EXPRESS,Negro,Collares,Unisex,Activo
5009439,ARETES SKALLI,Negro,Collares,Unisex,Activo
5015296,ARETES MELISSA SPORT,Negro,Collares,Unisex,Activo
5015641,ARETES MELODIA PERLA,Negro,Collares,Unisex,Activo
5016403,PULSERA RETRATO,Negro,Collares,Unisex,Activo
5016768,SORTIJA SIEMPRE T-9,Negro,Collares,Unisex,Activo
5017659,ARETES ROJO ROYAL,Negro,Collares,Unisex,Activo
5018425,COLLAR EXCENTRICA,Negro,Collares,Unisex,Activo
5018815,COLECCIÓN CRISTAL Y TU,Negro,Collares,Unisex,Activo
5018852,COLLAR MIL Y UNA NOCHES,Negro,Collares,Unisex,Activo
5019403,ARETES DULCE CORAZON,Negro,Collares,Unisex,Activo
5019557,SET ARETES ADORACION J5396,Negro,Collares,Unisex,Activo
5019691,ARETES PERLA DE ANGEL,Negro,Collares,Unisex,Activo
5019793,COLLAR ABANICO DE AMOR,Negro,Collares,Unisex,Activo
5020015,SORTIJA CIRCULO EDEN T5 J6961,Negro,Collares,Unisex,Activo
5020016,SORTIJA CIRCULO EDEN T6 J6961,Negro,Collares,Unisex,Activo
5020017,SORTIJA CIRCULO EDEN T7 J6961,Negro,Collares,Unisex,Activo
5020018,SORTIJA CIRCULO EDEN T8 J6961,Negro,Collares,Unisex,Activo
5020019,SORTIJA CIRCULO EDEN T9 J6961,Negro,Collares,Unisex,Activo
5020049,COLLAR ENAMORAME,Negro,Collares,Unisex,Activo
5020383,SET ARETES VALS PARA TI,Negro,Collares,Unisex,Activo
5020613,COLLAR ALEGRIA,Negro,Collares,Unisex,Activo
5020940,COLLAR RUEDA Y FORTUNA,Negro,Collares,Unisex,Activo
5020941,ARETES RUEDA Y FORTUNA,Negro,Collares,Unisex,Activo
5020990,PULSERA ENREDO DE AMOR,Negro,Collares,Unisex,Activo
5021054,ARETES TE ENCUENTRO,Negro,Collares,Unisex,Activo
5021074,COLECCIÓN ALAS BONITAS,Negro,Collares,Unisex,Activo
5021075,SORTIJA CUADRATTI GLAM T-8,Negro,Collares,Unisex,Activo
5021113,COLLAR SENSA PERLA,Negro,Collares,Unisex,Activo
5021285,ARETES JARDIN CRISTAL,Negro,Collares,Unisex,Activo
5021414,ARETES SUPREMO DORE,Negro,Collares,Unisex,Activo
5021422,COLLAR MIL AMORES,Negro,Collares,Unisex,Activo
5021471,PULSERA M DE MUJER,Negro,Collares,Unisex,Activo
5021567,ARETES MEDITTERANEO,Negro,Collares,Unisex,Activo
5021582,COLLAR CRECE EL AMOR J7937,Negro,Collares,Unisex,Activo
5021583,ARETES AMOR QUE CRECE J7938,Negro,Collares,Unisex,Activo
5021584,ARETES CRECE EL AMOR J7939,Negro,Collares,Unisex,Activo
5021590,PULSERA CRECE EL AMOR J7940,Negro,Collares,Unisex,Activo
5021610,ARETES EL AMOR EXISTE,Negro,Collares,Unisex,Activo
5021641,ARETES CRUZADA DE AMOR,Negro,Collares,Unisex,Activo
5021686,ARETES NOCHE DE CRISTAL,Negro,Collares,Unisex,Activo
5021687,ARETES TODA LA NOCHE,Negro,Collares,Unisex,Activo
5021700,ARETES LIBRE EN FLOR,Negro,Collares,Unisex,Activo
5021713,ARETES ESTRENO CRISTAL,Negro,Collares,Unisex,Activo
50217396,ARETES FLOR HIPNOTICA,Negro,Collares,Unisex,Activo
5021780,ARETES PERLAS DE MUJER,Negro,Collares,Unisex,Activo
5021878,DENARIO SANTA MADRE J8217,Negro,Collares,Unisex,Activo
5022039,ARETES VENECIA,Negro,Collares,Unisex,Activo
5022092,ARETES LUJO DORE,Negro,Collares,Unisex,Activo
5022097,ARETES CRISTAL DE LUJO,Negro,Collares,Unisex,Activo
5022099,ARETES AMOR AMOR,Negro,Collares,Unisex,Activo
5022173,SET ARETES MI PALOMITA,Negro,Collares,Unisex,Activo
5022299,ARETES VOLE,Negro,Collares,Unisex,Activo
5022304,ARETES CLARO Y LUNA,Negro,Collares,Unisex,Activo
5022410,ESCLAVA VIGO PJ8653,Negro,Collares,Unisex,Activo
5022461,ARETES VENUS DORE,Negro,Collares,Unisex,Activo
5022471,COLLAR CARELLI J8672,Negro,Collares,Unisex,Activo
5022474,ARETES CARELLI J8674,Negro,Collares,Unisex,Activo
5022542,ARETES SALVA BRILLO,Negro,Collares,Unisex,Activo
5022600,SET ARETES TUYA,Negro,Collares,Unisex,Activo
5022678,ARETES ARQUITEK,Negro,Collares,Unisex,Activo
5022759,ARETES RUMBO A TI,Negro,Collares,Unisex,Activo
5022817,ARETES LUNA BRILLANTE,Negro,Collares,Unisex,Activo
5022835,ARETES COLOR PARA AMAR,Negro,Collares,Unisex,Activo
5022853,ARETES DESTELLO DORADO,Negro,Collares,Unisex,Activo
5022883,ARETES CAPRICHOSA FLOR,Negro,Collares,Unisex,Activo
5022892,ARETES COLGANTE DORE,Negro,Collares,Unisex,Activo
5022988,ARETES BRONZ ROJO,Negro,Collares,Unisex,Activo
5022992,ARETES INAYA INTENSE,Negro,Collares,Unisex,Activo
5023021,ARETES TURQUESA CARIBE,Negro,Collares,Unisex,Activo
5023040,ARETES BURUNDI BLANCK,Negro,Collares,Unisex,Activo
5023107,COLLAR SALVAJE,Negro,Collares,Unisex,Activo
5023124,ARETES ARQUITEK CRISTAL,Negro,Collares,Unisex,Activo
5023138,ARETES MI LEALTAD,Negro,Collares,Unisex,Activo
5023193,ARETES BRASSIC,Negro,Collares,Unisex,Activo
5023201,COLLAR ENTRELAZADOS J9299,Negro,Collares,Unisex,Activo
5023290,ARETES LUNA DORE,Negro,Collares,Unisex,Activo
5023311,COLECCION ROJO DELIRIO J9365,Negro,Collares,Unisex,Activo
5023314,ARETES PERLA CORAZON J9368,Negro,Collares,Unisex,Activo
5023350,SET PULSERAS TRICOLOR,Negro,Collares,Unisex,Activo
5023351,ARETES TRICOLOR J9421,Negro,Collares,Unisex,Activo
5023497,COLLAR ORO Y CHAMPAGNE J9562,Negro,Collares,Unisex,Activo
5023498,ARETES FLOR Y CHAMPAGNE J9563,Negro,Collares,Unisex,Activo
5023499,ARETES ORO Y CHAMPAGNE J9564,Negro,Collares,Unisex,Activo
5023527,COLLAR ROSAZUL,Negro,Collares,Unisex,Activo
5023561,ARETES FLORAMA,Negro,Collares,Unisex,Activo
5023585,COLLAR ELEFANTE REAL,Negro,Collares,Unisex,Activo
5023589,COLECCION MARIQUITA DORE J9370,Negro,Collares,Unisex,Activo
5023612,ARETES FANTASIA,Negro,Collares,Unisex,Activo
5023675,ARETES MARIPI,Negro,Collares,Unisex,Activo
5023687,ARETES PARISTIEN,Negro,Collares,Unisex,Activo
5023784,ARETES ENTRELAZADOS J9784,Negro,Collares,Unisex,Activo
5023816,ARETES SOL Y MAR,Negro,Collares,Unisex,Activo
5023870,SET ARETES VINIA,Negro,Collares,Unisex,Activo
5023934,COLLAR COLOR GLAM,Negro,Collares,Unisex,Activo
5023935,ARETES METALIC GLAM,Negro,Collares,Unisex,Activo
5023936,ARETES COLOR GLAM,Negro,Collares,Unisex,Activo
5023939,ARETES ROMANIA,Negro,Collares,Unisex,Activo
5023947,ARETES GRINA,Negro,Collares,Unisex,Activo
5023973,ARETES LIBERTAD ROJO,Negro,Collares,Unisex,Activo
5023976,SET ARETES FLORICOLOR J9925,Negro,Collares,Unisex,Activo
5024023,ARETES TU AMOR,Negro,Collares,Unisex,Activo
5024040,ARETES MIRALIS,Negro,Collares,Unisex,Activo
5024043,COLLAR METALIK SUPRIM J9984,Negro,Collares,Unisex,Activo
5024045,SORTIJA METALIK SUPRIM T5 J9987,Negro,Collares,Unisex,Activo
5024046,SORTIJA METALIK SUPRIM T6 J9987,Negro,Collares,Unisex,Activo
5024047,SORTIJA METALIK SUPRIM T7 J9987,Negro,Collares,Unisex,Activo
5024048,SORTIJA METALIK SUPRIM T8 J9987,Negro,Collares,Unisex,Activo
5024049,SORTIJA METALIK SUPRIM T9 J9987,Negro,Collares,Unisex,Activo
5024050,ARETES METALIK SUPRIM J9986A,Negro,Collares,Unisex,Activo
5024057,ARETES BERNI,Negro,Collares,Unisex,Activo
5024105,ARETES EMPORIUM,Negro,Collares,Unisex,Activo
5024120,ARETES STELLA,Negro,Collares,Unisex,Activo
5024136,ARETES PRIDA,Negro,Collares,Unisex,Activo
5024296,ARETES TATIANNE,Negro,Collares,Unisex,Activo
5024321,SET ARETES FORZ,Negro,Collares,Unisex,Activo
5024366,SET ARETES CIELA AJ10283,Negro,Collares,Unisex,Activo
5024391,ESCLAVA CRAOZ J10299,Negro,Collares,Unisex,Activo
5024434,ARETES TRIASH,Negro,Collares,Unisex,Activo
5024460,ARETES SANTISE,Negro,Collares,Unisex,Activo
5024462,ARETES VERSAY,Negro,Collares,Unisex,Activo
5024465,ARETES ANAIRE,Negro,Collares,Unisex,Activo
5024491,ARETES AZUL DECOR,Negro,Collares,Unisex,Activo
5024499,ARETES FESTIVA,Negro,Collares,Unisex,Activo
5024500,ARETES CUADRATO DORE J10412,Negro,Collares,Unisex,Activo
5024514,SET PULSERAS METALIK J10418,Negro,Collares,Unisex,Activo
5024530,COLLAR CELEBRITY PERLAS J10422,Negro,Collares,Unisex,Activo
5024531,ARETES CELEBRITY J10423,Negro,Collares,Unisex,Activo
5024575,COLECCIÓN VIVA MARIPOSA,Negro,Collares,Unisex,Activo
5024579,SET ARETES SUEÑOS ASI AJ10456,Negro,Collares,Unisex,Activo
5024602,SET PINES CELEBRITY J10426,Negro,Collares,Unisex,Activo
5024622,ARETES JUEGO DE GALA,Negro,Collares,Unisex,Activo
5024638,ARETES FLOR ROSE,Negro,Collares,Unisex,Activo
5024651,ARETES ZIEM DORE,Negro,Collares,Unisex,Activo
5024671,SET ARETES VIVES EN MI,Negro,Collares,Unisex,Activo
5024700,ARETES SHANELLE,Negro,Collares,Unisex,Activo
5024701,ARETES HINDI,Negro,Collares,Unisex,Activo
5024706,ARETES PLENA DORE,Negro,Collares,Unisex,Activo
5024714,ARETES ENSUEÑO DE PERLAS,Negro,Collares,Unisex,Activo
5024743,ARETES VIALE DORE,Negro,Collares,Unisex,Activo
5024760,COLLAR CORAZON CRISTALLI,Negro,Collares,Unisex,Activo
5025195,SET ARETES CELEBRITY J10982,Negro,Collares,Unisex,Activo
5025302,COLLAR GARLISH J11051,Negro,Collares,Unisex,Activo
5025303,ARETES GARLISH J11052,Negro,Collares,Unisex,Activo
5025305,SORTIJA GARLISH T5 J11053,Negro,Collares,Unisex,Activo
5025306,SORTIJA GARLISH T6 J11053,Negro,Collares,Unisex,Activo
5025307,SORTIJA GARLISH T7 J11053,Negro,Collares,Unisex,Activo
5025308,SORTIJA GARLISH T8 J11053,Negro,Collares,Unisex,Activo
5025309,SORTIJA GARLISH T9 J11053,Negro,Collares,Unisex,Activo
5025326,CADENA DARCO J11069,Negro,Collares,Unisex,Activo
5025374,ARETES MIA CRISTAL,Negro,Collares,Unisex,Activo
5025416,SET ARETES DELIRIO AJ11181,Negro,Collares,Unisex,Activo
5025420,SET ARETES BRILLO COLOR J11185,Negro,Collares,Unisex,Activo
5025464,COLECCION LUNA DE MIEL J11174,Negro,Collares,Unisex,Activo
5025482,ARETES FLORECIA J11219,Negro,Collares,Unisex,Activo
5025503,SET ARETES PLATA Y RUBI J11350,Negro,Collares,Unisex,Activo
5025563,SET ARETES LEONICA,Negro,Collares,Unisex,Activo
5025698,SET ARETES PERLI FEM,Negro,Collares,Unisex,Activo
5025713,ARETES TRIBALIZ GLAM J11328,Negro,Collares,Unisex,Activo
5025813,ARETES CITY AZUL,Negro,Collares,Unisex,Activo
5025814,ARETES CITY COLOR,Negro,Collares,Unisex,Activo
5025842,COLECCIÓN MAGIC GLAM,Negro,Collares,Unisex,Activo
5025878,COLLAR ILUSIONADA J11521,Negro,Collares,Unisex,Activo
5025879,ARETES ILUSIONADA CRISTAL J11522,Negro,Collares,Unisex,Activo
5025880,ARETES ILUSIONADA J11523,Negro,Collares,Unisex,Activo
5025881,PULSERA ILUSIONADA J11524,Negro,Collares,Unisex,Activo
5025933,ARETES URBANIC FEM,Negro,Collares,Unisex,Activo
5025957,SET ARETES OPULENCIA,Negro,Collares,Unisex,Activo
5025970,ARETES MILAN CRISTAL,Negro,Collares,Unisex,Activo
5025972,SET ARETES NEO CHIC,Negro,Collares,Unisex,Activo
5025993,PULSERA SAFARI BRIZ,Negro,Collares,Unisex,Activo
5026148,COLLAR LE ENCANT,Negro,Collares,Unisex,Activo
5026157,ARETES DORATA CRISTAL,Negro,Collares,Unisex,Activo
5026164,ARETES TRIBALIZ CRISTAL,Negro,Collares,Unisex,Activo
5026181,ARETES DECO CRISTAL,Negro,Collares,Unisex,Activo
5026188,ARETES MILAGRO PERLA,Negro,Collares,Unisex,Activo
5026195,PULSERA MILAGRO Y PERLAS J11957,Negro,Collares,Unisex,Activo
5026205,SORTIJA BLIZZ T5 J11760,Negro,Collares,Unisex,Activo
5026206,SORTIJA BLIZZ T6 J11760,Negro,Collares,Unisex,Activo
5026207,SORTIJA BLIZZ T7 J11760,Negro,Collares,Unisex,Activo
5026208,SORTIJA BLIZZ T8 J11760,Negro,Collares,Unisex,Activo
5026209,SORTIJA BLIZZ T9 J11760,Negro,Collares,Unisex,Activo
5026251,ARETES GLAMIER,Negro,Collares,Unisex,Activo
5026268,PULSERA COSMO IN,Negro,Collares,Unisex,Activo
5026363,COLLAR CORANTINE,Negro,Collares,Unisex,Activo
5026412,ARETES AZUL MIO,Negro,Collares,Unisex,Activo
5026483,ARETES CRISTAL AMORE J12048,Negro,Collares,Unisex,Activo
